County,Year,Variable,Average,CI_Low,CI_High
Ben Hill,2022,YPLL Rate (white),13254.569218,10475.38533,16033.753107
Ben Hill,2022,Teen Birth Rate,50.866405813,43.476286857,58.256524769
Ben Hill,2022,Teen Birth Rate (Black),54.127198917,42.91950243,67.365984416
Ben Hill,2022,Teen Birth Rate (white),55.656382335,44.866899435,68.257612221
Ben Hill,2022,Injury Death Rate,96.039838748,76.269494895,119.36875051
Ben Hill,2022,Injury Death Rate (Black),64.941390395,39.667888383,100.2967104
Ben Hill,2022,Injury Death Rate (white),122.65268144,93.135323296,158.55703296
Ben Hill,2022,Age-adjusted Death Rate,692.62139087,624.20502161,761.03776013
Ben Hill,2022,Child Mortality Rate,60.244593048,28.88962405,110.79195158
Ben Hill,2022,Infant Mortality Rate,13.342228152,8.1497795767,20.605989261
Ben Hill,2022,Motor Vehicle Mortality Rate,21.810799701,14.247538497,31.957875027
Ben Hill,2022,Homicide Rate,10.066522939,5.2015192973,17.584189727
Ben Hill,2022,Suicide Rate (Age-Adjusted),19.605644587,10.973130446,32.336529213
Ben Hill,2022,Firearm Fatalities Rate,23.713540432,14.484846556,36.623639913
Berrien,2022,Years of Potential Life Lost Rate,10796.483617,9150.1990965,12442.768138
Berrien,2022,YPLL Rate (Black),12153.869477,7865.3434994,17941.508916
Berrien,2022,YPLL Rate (white),11247.47314,9336.2423283,13158.703951
Berrien,2022,Teen Birth Rate,41.708043694,35.401066649,48.015020739
Berrien,2022,Teen Birth Rate (Black),42.338709677,26.208328597,64.719215191
Berrien,2022,Teen Birth Rate (Hispanic),49.833887043,27.891648282,82.193418178
Berrien,2022,Teen Birth Rate (white),41.77377892,34.592725472,48.954832369
Berrien,2022,Injury Death Rate,87.285423334,69.62227206,108.06529341
Berrien,2022,Age-adjusted Death Rate,569.4712903,511.88404155,627.05853905
Berrien,2022,Child Mortality Rate,80.827675396,45.238636344,133.31295868
Berrien,2022,Drug Overdose Mortality Rate,18.946897015,9.4582227246,33.901232432
Berrien,2022,Motor Vehicle Mortality Rate,17.177126043,10.88882444,25.774122954
Berrien,2022,Suicide Rate (Age-Adjusted),21.738974548,13.278730416,33.574083052
Berrien,2022,Firearm Fatalities Rate,19.743131468,11.886654853,30.831345413
Bibb,2022,Years of Potential Life Lost Rate,12094.123736,11472.588006,12715.659466
Bibb,2022,YPLL Rate (Black),14519.725371,13614.333582,15425.117161
Bibb,2022,YPLL Rate (white),9651.5804342,8756.3679775,10546.792891
Bibb,2022,Teen Birth Rate,36.392152693,34.464352172,38.319953214
Bibb,2022,Teen Birth Rate (Black),46.250427058,43.495833102,49.005021014
Bibb,2022,Teen Birth Rate (Hispanic),45.421245421,34.824208415,58.227986722
Bibb,2022,Teen Birth Rate (white),18.801207417,16.305385666,21.297029168
Bibb,2022,Injury Death Rate,86.579746878,79.984312731,93.175181026
Bibb,2022,Injury Death Rate (Black),73.334739111,65.210295029,81.459183193
Bibb,2022,Injury Death Rate (white),113.74388157,101.52695399,125.96080915
Bibb,2022,Age-adjusted Death Rate,593.75534994,571.9264429,615.58425698
Bibb,2022,Child Mortality Rate,75.073565391,61.169746507,88.977384275
Bibb,2022,Child Mortality Rate (Black),91.970937184,73.955494376,113.04789621
Bibb,2022,Child Mortality Rate (white),50.080128205,30.590243353,77.344696271
Bibb,2022,Infant Mortality Rate,11.149401987,9.4481616424,12.850642331
Bibb,2022,Infant Mortality Rate (Black),15.696533682,13.132766514,18.26030085
Bibb,2022,Infant Mortality Rate (white),4.4208664898,2.7003801029,6.8276697398
Bibb,2022,Drug Overdose Mortality Rate,8.7147678277,6.2259579037,11.867040304
Bibb,2022,Drug Overdose Mortality Rate (Black),4.6567942628,2.4062335494,8.134482416
Bibb,2022,Drug Overdose Mortality Rate (white),15.560704035,10.25460201,22.640007403
Bibb,2022,Motor Vehicle Mortality Rate,17.999718346,15.460248115,20.539188578
Bibb,2022,MV Mortality Rate (Black),16.350859094,13.259445246,19.946661463
Bibb,2022,MV Mortality Rate (white),21.571198136,17.345790652,26.514664769
Bibb,2022,Homicide Rate,18.092981136,15.546940465,20.639021806
Bibb,2022,Homicide Rate (Black),28.824710362,24.504320202,33.145100522
Bibb,2022,Homicide Rate (white),4.3142396272,2.5568918253,6.8183585918
Bibb,2022,Suicide Rate (Age-Adjusted),13.741053362,11.033213787,16.448892937
Bibb,2022,Suicide Rate (Black),8.2615975535,5.6509266108,11.662910712
Bibb,2022,Suicide Rate (white),20.635879527,15.669688495,26.676659587
Bibb,2022,Firearm Fatalities Rate,26.287808342,22.653578231,29.922038454
Bibb,2022,Firearm Fatalities Rate (Black),33.035777044,27.582832996,38.488721091
Bibb,2022,Firearm Fatalities Rate (white),18.444953768,13.856416956,24.066663613
Bleckley,2022,Years of Potential Life Lost Rate,8778.807275,6949.2523366,10608.362213
Bleckley,2022,YPLL Rate (Black),17287.354483,12171.89293,23828.340962
Bleckley,2022,YPLL Rate (white),6411.3849728,4727.9470534,8094.8228921
Bleckley,2022,Teen Birth Rate,18.395721925,14.714203047,22.718566927
Bleckley,2022,Teen Birth Rate (Black),18.313458262,13.25354055,24.668108096
Bleckley,2022,Teen Birth Rate (white),18.981481481,13.621438828,25.750522947
Bleckley,2022,Injury Death Rate,76.009059039,56.231920313,100.488007
Bleckley,2022,Injury Death Rate (Black),57.313159101,27.483887529,105.40094018
Bleckley,2022,Injury Death Rate (white),88.185415489,62.708451078,120.55236601
Bleckley,2022,Age-adjusted Death Rate,507.54387173,438.41604512,576.67169833
Bleckley,2022,Motor Vehicle Mortality Rate,17.876296031,10.217847754,29.029984802
Bleckley,2022,Firearm Fatalities Rate,17.063258152,8.5179169907,30.530882191
Brantley,2022,Years of Potential Life Lost Rate,12170.425891,10361.856761,13978.995022
Brantley,2022,Teen Birth Rate,43.932038835,37.531771084,50.332306586
Brantley,2022,Injury Death Rate,102.86974781,83.420435631,125.49236848
Brantley,2022,Age-adjusted Death Rate,584.43083495,525.87151325,642.99015665
Brantley,2022,Child Mortality Rate,90.024194002,51.456605264,146.19365103
Brantley,2022,Drug Overdose Mortality Rate,20.976087261,10.838650379,36.641003091
Brantley,2022,Motor Vehicle Mortality Rate,25.92135157,17.951289499,36.222490657
Brantley,2022,Suicide Rate (Age-Adjusted),19.139579587,11.149510425,30.644320999
Brantley,2022,Firearm Fatalities Rate,18.028718688,10.502393015,28.86572509
Brooks,2022,Years of Potential Life Lost Rate,10563.373483,8584.4116909,12542.335275
Brooks,2022,YPLL Rate (Black),13903.866225,10323.083874,17484.648575
Brooks,2022,YPLL Rate (white),9733.7831026,7050.9260519,12416.640153
Brooks,2022,Teen Birth Rate,35.752592063,28.745084019,42.760100107
Brooks,2022,Teen Birth Rate (Black),47.363717605,35.478674649,61.952908784
Brooks,2022,Teen Birth Rate (Hispanic),47.101449275,25.079538011,80.544912747
Brooks,2022,Teen Birth Rate (white),24.799416484,17.174316838,34.654698829
Brooks,2022,Injury Death Rate,78.607234443,60.128305771,100.97428115
Brooks,2022,Injury Death Rate (Black),87.773836082,56.238352978,130.60051053
Brooks,2022,Injury Death Rate (white),83.277065046,58.634739066,114.78646442
Brooks,2022,Age-adjusted Death Rate,514.31207757,453.20871396,575.41544118
Brooks,2022,Child Mortality Rate,96.704604627,51.491129145,165.36781907
Brooks,2022,Motor Vehicle Mortality Rate,19.323315881,11.961437088,29.537740952
Brooks,2022,Suicide Rate (Age-Adjusted),15.838413671,7.9064790389,28.339297078
Brooks,2022,Firearm Fatalities Rate,16.752361439,8.9199269223,28.647048257
Bryan,2022,Years of Potential Life Lost Rate,8660.6326252,7693.7885562,9627.4766942
Bryan,2022,YPLL Rate (Black),10626.86542,7887.4643452,14010.197241
Bryan,2022,YPLL Rate (white),8797.4172852,7697.1772207,9897.6573496
Bryan,2022,Teen Birth Rate,18.50210503,15.69590272,21.30830734
Bryan,2022,Teen Birth Rate (Black),21.752641392,15.151511748,30.252658402
Bryan,2022,Teen Birth Rate (Hispanic),11.261261261,5.4002124956,20.709860408
Bryan,2022,Teen Birth Rate (white),18.828785703,15.431458471,22.226112935
Bryan,2022,Injury Death Rate,75.607072651,63.300574419,87.913570883
Bryan,2022,Injury Death Rate (Black),108.86945871,74.466629168,153.69119205
Bryan,2022,Injury Death Rate (white),76.490691293,62.130791533,90.850591054
Bryan,2022,Age-adjusted Death Rate,459.71517089,420.47873435,498.95160743
Bryan,2022,Child Mortality Rate,24.082141997,12.021718517,43.089604206
Bryan,2022,Drug Overdose Mortality Rate,15.191027167,9.0031654559,24.00837217
Bryan,2022,Motor Vehicle Mortality Rate,19.93681563,14.889767506,26.144481237
Bryan,2022,MV Mortality Rate (Black),32.309374689,17.203381278,55.250014709
Bryan,2022,MV Mortality Rate (white),19.558794766,13.840967257,26.845973935
Bryan,2022,Homicide Rate,4.9842039076,2.6538786657,8.5231404772
Bryan,2022,Suicide Rate (Age-Adjusted),16.646370121,11.310400868,23.628193632
Bryan,2022,Firearm Fatalities Rate,16.164270705,10.982837705,22.943891993
Bulloch,2022,Years of Potential Life Lost Rate,8045.2885523,7320.4099699,8770.1671346
Bulloch,2022,YPLL Rate (Black),11283.149382,9660.2420566,12906.056708
Bulloch,2022,YPLL Rate (white),6926.3802226,6119.4633262,7733.297119
Bulloch,2022,Teen Birth Rate,14.031226357,12.669713895,15.392738818
Bulloch,2022,Teen Birth Rate (Black),23.588596982,20.405741249,26.771452714
Bulloch,2022,Teen Birth Rate (Hispanic),34.707158351,23.73967062,48.99615193
Bulloch,2022,Teen Birth Rate (white),8.372242795,7.0584236487,9.6860619414
Bulloch,2022,Injury Death Rate,56.611444776,49.130628832,64.092260719
Bulloch,2022,Injury Death Rate (Black),37.983097522,27.598576806,50.990535545
Bulloch,2022,Injury Death Rate (white),68.90252696,58.605140843,79.199913077
Bulloch,2022,Age-adjusted Death Rate,426.44140752,398.83700847,454.04580657
Bulloch,2022,Child Mortality Rate,63.96520293,45.69767877,87.102451409
Bulloch,2022,Child Mortality Rate (Black),89.95637116,54.947688505,138.93031936
Bulloch,2022,Child Mortality Rate (white),54.723502304,32.947123169,85.457527568
Bulloch,2022,Infant Mortality Rate,7.4676402257,5.4469480233,9.9922901588
Bulloch,2022,Drug Overdose Mortality Rate,5.4680894916,2.9115273598,9.3505995626
Bulloch,2022,Motor Vehicle Mortality Rate,15.936942207,12.729863393,19.70627584
Bulloch,2022,MV Mortality Rate (Black),15.791002918,10.219104491,23.310635365
Bulloch,2022,MV Mortality Rate (white),16.896911361,12.830533208,21.843176195
Bulloch,2022,Homicide Rate,5.0623228187,3.3361026361,7.365413919
Bulloch,2022,Homicide Rate (Black),8.2113215175,4.3721828794,14.041609873
Bulloch,2022,Homicide Rate (white),4.0785648113,2.2297893352,6.8431387242
Bulloch,2022,Suicide Rate (Age-Adjusted),10.84160555,7.5515755027,15.078048836
Bulloch,2022,Firearm Fatalities Rate,12.6089127,9.3281430285,16.669651272
Bulloch,2022,Firearm Fatalities Rate (Black),11.222278813,5.9753908297,19.190438548
Bulloch,2022,Firearm Fatalities Rate (white),14.421459131,10.100612679,19.965378279
Burke,2022,Years of Potential Life Lost Rate,12826.454179,11047.901558,14605.006799
Burke,2022,YPLL Rate (Black),15137.82427,12344.126307,17931.522233
Burke,2022,YPLL Rate (white),11500.489553,9041.558587,13959.420519
Burke,2022,Teen Birth Rate,34.068912118,29.035552002,39.102272233
Burke,2022,Teen Birth Rate (Black),38.635572572,31.448005097,45.823140047
Burke,2022,Teen Birth Rate (white),27.053140097,20.435651296,35.130752661
Burke,2022,Injury Death Rate,106.51139672,87.454089812,125.56870363
Burke,2022,Injury Death Rate (Black),98.823441666,74.025539207,129.26349486
Burke,2022,Injury Death Rate (white),119.95718451,92.580422488,152.89527888
Burke,2022,Age-adjusted Death Rate,585.54964401,529.62803721,641.47125082
Burke,2022,Child Mortality Rate,111.93387291,73.118922058,164.00905839
Burke,2022,Infant Mortality Rate,14.180929095,9.4971907763,20.366179677
Burke,2022,Drug Overdose Mortality Rate,22.237376583,12.446090866,36.677170919
Burke,2022,Motor Vehicle Mortality Rate,31.621953225,23.470423189,41.689603122
Burke,2022,MV Mortality Rate (Black),34.382893188,22.460047363,50.378904883
Burke,2022,MV Mortality Rate (white),30.320607467,19.220664202,45.49579848
Burke,2022,Homicide Rate,12.016342225,7.2346229805,18.765006876
Burke,2022,Suicide Rate (Age-Adjusted),10.898164104,5.8028133976,18.636192525
Burke,2022,Firearm Fatalities Rate,23.077469289,15.074969126,33.813839455
Burke,2022,Firearm Fatalities Rate (Black),24.239712107,12.906625815,41.450645929
Burke,2022,Firearm Fatalities Rate (white),23.991436903,12.774429725,41.026087768
Butts,2022,Years of Potential Life Lost Rate,10183.292755,8916.059458,11450.526051
Butts,2022,YPLL Rate (Black),10077.413696,7619.693623,12535.133769
Butts,2022,YPLL Rate (white),10657.603444,9090.0685739,12225.138314
Butts,2022,Teen Birth Rate,33.974072418,28.572976555,39.375168282
Butts,2022,Teen Birth Rate (Black),40.212443096,30.121879311,52.598865652
Butts,2022,Teen Birth Rate (white),31.493396546,25.419235599,38.581538444
Butts,2022,Injury Death Rate,111.08297735,92.41341537,129.75253933
Butts,2022,Injury Death Rate (Black),62.445005819,39.13395269,94.542489248
Butts,2022,Injury Death Rate (white),136.83065984,111.489267,162.17205268
Butts,2022,Age-adjusted Death Rate,571.25614388,520.71629223,621.79599553
Butts,2022,Child Mortality Rate,54.235282517,27.074057624,97.041901752
Butts,2022,Drug Overdose Mortality Rate,20.119374958,11.260661435,33.183849335
Butts,2022,Motor Vehicle Mortality Rate,25.975252668,18.873658353,34.870564301
Butts,2022,Homicide Rate,7.6745064702,4.0863514753,13.123639793
Butts,2022,Suicide Rate (Age-Adjusted),22.558978683,14.990277505,32.604005216
Butts,2022,Firearm Fatalities Rate,20.419664954,13.214530509,30.143453617
Calhoun,2022,Years of Potential Life Lost Rate,7844.2994119,5876.4598701,9812.1389538
Calhoun,2022,Teen Birth Rate,37.135278515,26.763842381,50.196108557
Calhoun,2022,Injury Death Rate,69.72837628,43.698402181,105.56959965
Calhoun,2022,Injury Death Rate (Black),62.247121071,32.163995792,108.73319353
Calhoun,2022,Injury Death Rate (white),96.126117466,46.09620971,176.77935251
Calhoun,2022,Age-adjusted Death Rate,498.68191023,406.52233084,590.84148961
Camden,2022,Years of Potential Life Lost Rate,8023.3969688,7170.5153559,8876.2785817
Camden,2022,YPLL Rate (Black),10098.976206,7965.2062097,12232.746203
Camden,2022,YPLL Rate (white),7631.0152798,6645.6418073,8616.3887522
Camden,2022,Teen Birth Rate,25.085845097,22.054000525,28.117689669
Camden,2022,Teen Birth Rate (Black),31.56274057,25.102784245,39.17768327
Camden,2022,Teen Birth Rate (Hispanic),31.941031941,20.864942525,46.801012387
Camden,2022,Teen Birth Rate (white),21.588052639,18.08623834,25.089866939
Camden,2022,Injury Death Rate,59.306924454,50.117221302,68.496627607
Camden,2022,Injury Death Rate (Black),62.540272145,43.049845682,87.829794317
Camden,2022,Injury Death Rate (white),63.098391773,51.855405603,74.341377944
Camden,2022,Age-adjusted Death Rate,379.83567401,350.1204328,409.55091522
Camden,2022,Child Mortality Rate,55.24335651,36.997342866,79.338674995
Camden,2022,Infant Mortality Rate,5.1813471503,3.4429675529,7.4884892567
Camden,2022,Drug Overdose Mortality Rate,14.047431458,8.9048665415,21.078044411
Camden,2022,Motor Vehicle Mortality Rate,13.372130341,9.9250528834,17.629486795
Camden,2022,MV Mortality Rate (Black),21.756867011,12.435929363,35.331788955
Camden,2022,MV Mortality Rate (white),12.401679112,8.536745263,17.416568369
Camden,2022,Suicide Rate (Age-Adjusted),14.593655322,10.275280131,20.115431499
Camden,2022,Firearm Fatalities Rate,11.120048335,7.5026499155,15.874560441
Camden,2022,Firearm Fatalities Rate (Black),18.95159762,9.0880276999,34.852662779
Camden,2022,Firearm Fatalities Rate (white),9.9080119313,5.965270418,15.472587958
Candler,2022,Years of Potential Life Lost Rate,12611.642056,10151.170774,15072.113339
Candler,2022,YPLL Rate (Black),20132.839892,14175.377255,27750.467775
Candler,2022,YPLL Rate (white),10965.090844,8021.5905627,13908.591125
Candler,2022,Teen Birth Rate,35.7439734,28.590564939,44.143516368
Candler,2022,Teen Birth Rate (Black),43.413173653,29.074483739,62.34855904
Candler,2022,Teen Birth Rate (Hispanic),62.857142857,39.392236778,95.166469678
Candler,2022,Teen Birth Rate (white),24.944974321,17.275119871,34.858101317
Candler,2022,Injury Death Rate,90.187922181,66.721521321,119.23321601
Candler,2022,Injury Death Rate (Black),88.112196196,45.528857543,153.91427453
Candler,2022,Injury Death Rate (white),97.998455782,67.457627762,137.62626736
Candler,2022,Age-adjusted Death Rate,646.54523835,564.85190341,728.23857328
Candler,2022,Motor Vehicle Mortality Rate,40.733197556,27.676231495,57.817522506
Candler,2022,MV Mortality Rate (Black),68.648677193,36.552529392,117.39132871
Candler,2022,MV Mortality Rate (white),29.492932229,16.124060495,49.484128846
Candler,2022,Suicide Rate (Age-Adjusted),18.147927297,8.7026365417,33.374684441
Candler,2022,Firearm Fatalities Rate,22.086838085,11.412591538,38.581261247
Carroll,2022,Years of Potential Life Lost Rate,9677.9046966,9055.9574782,10299.851915
Carroll,2022,YPLL Rate (Black),12228.537696,10629.654225,13827.421168
Carroll,2022,YPLL Rate (Hispanic),4110.3164483,2731.2754296,5940.551689
Carroll,2022,YPLL Rate (white),9627.9709995,8889.126974,10366.815025
Carroll,2022,Teen Birth Rate,25.902050579,24.198387406,27.605713752
Carroll,2022,Teen Birth Rate (Black),22.415807925,19.391198924,25.440416927
Carroll,2022,Teen Birth Rate (Hispanic),36.288814067,29.427783604,44.269275695
Carroll,2022,Teen Birth Rate (white),26.768731153,24.584513309,28.952948997
Carroll,2022,Injury Death Rate,86.895165025,79.397486198,94.392843852
Carroll,2022,Injury Death Rate (Black),64.008466186,50.346719098,80.235166634
Carroll,2022,Injury Death Rate (Hispanic),30.736493675,16.365888382,52.560340272
Carroll,2022,Injury Death Rate (white),100.50676072,90.984732531,110.02878892
Carroll,2022,Age-adjusted Death Rate,493.78785249,471.1798505,516.39585447
Carroll,2022,Child Mortality Rate,61.856034498,48.219813467,78.151378357
Carroll,2022,Child Mortality Rate (Black),105.16948467,68.700199076,154.09766234
Carroll,2022,Child Mortality Rate (white),52.347587984,37.224252355,71.560876038
Carroll,2022,Infant Mortality Rate,7.5736059831,6.0053985223,9.4260082332
Carroll,2022,Infant Mortality Rate (Black),8.0091533181,4.9577921373,12.242841623
Carroll,2022,Infant Mortality Rate (white),8.2273747195,6.1979845881,10.709059084
Carroll,2022,Drug Overdose Mortality Rate,23.071834016,18.376587008,28.601009545
Carroll,2022,Drug Overdose Mortality Rate (Black),15.412854321,7.6940413446,27.577853849
Carroll,2022,Drug Overdose Mortality Rate (white),26.827893233,20.873702271,33.952415908
Carroll,2022,Motor Vehicle Mortality Rate,20.183426003,17.113012169,23.253839837
Carroll,2022,MV Mortality Rate (Black),24.190697126,17.201950446,33.069479321
Carroll,2022,MV Mortality Rate (white),21.106557723,17.406415012,24.806700434
Carroll,2022,Homicide Rate,3.7691940126,2.5609844623,5.3500700345
